职位名,学历要求,工作年限,公司名,公司地址,薪资,岗位描述
外贸 跨境电商（亚马逊 速卖通 lazada）,大专,不限,深圳市传盛科技有限公司,龙华区油松路146号梦丽园工业区6栋2楼（进园区直走第二栋）,4.5千-9千,岗位职责：1、负责Amazon/速卖通/ebay/wish或者walmart店铺日常运营管理，独立管理账户、上架产品，处理订单和客服内容；2、根据产品的销量和排名变化，及时制定和调整销售策略及推广计划，做好数据分析工作；3、参与制定平台账户的营销策略；4、配合协助上级对新人进行指导，促进团队和谐，带动团队合作，共同完成团队目标；5、完成上级安排的其他工作。职位要求：1、本科及以上学历（大专英语专四亦可），对外贸感兴趣者，20-25周岁；2、英语四级及以上（日、法、泰语、小语种亦可），有一定的英语阅读能力，书面表达能力；3、有无工作经验的都可以，只要工作踏实敬业，有责任心和耐心，欢迎优秀应届毕业生、实习生；4、上班时间：5.5天制（周六上半天班），早8:30-12:00 13:30-18:00。注:为新员工提供住宿，有无需经验，全面的培训（带薪），多渠道晋升，入职购买五险一金，平台广、产品多、规模大，高提成，欢迎您的加盟！福利待遇：我们致力于为所有员工打造一个舒适、轻松的工作环境，为大家提供一个广阔的职业发展平台，更为大家提供：1、薪 酬：底薪+提成+绩效构成，拥有在行业内颇具竞争力的薪资及激励机制；2、社会保险：员工入职即购买五险一金；3、其他福利：员工入职满一年享受年假及体检福利；4、节日慰问：公司在端午节、中秋节、38节、圣诞节等重大节日为员工发放节日慰问品；5、员工活动：每月为当月生日的员工组织生日party并送上生日礼物，每年举行一次大型年会活动和两次带薪公费旅游活动，并组建活动俱乐部定期组织各项文娱活动，丰富员工的业余生活；6、培训晋升：分阶段为员工组织系统培训，实行1对1专人指导，并提供公平公正的内部双向晋升制度，有管理层通道和精英层通道；7、住宿：公寓式宿舍，临近公司并且配备空调，热水器等家电让员工享受家的温馨；8、假期规定：享受带薪休假，享受国家规定假期（法定假日、婚假、产假等）；例假员工享有每月半天带薪特殊假。培训晋升：;1、公司有完善的培训体系，新人入职培训-试用期一对一辅导培训-专业技能培训-管理类培训等；2、公司有自主研发的培训系统，员工可自行根据需求选择自己感兴趣的课程培训。3、公平公正的晋升通道：基层员工-部门组长-部门主管-部门经理-副总经理-总经理（管理通道）试用期-初级业务-中级业务-高级业务-银牌业务-金牌业务-钻石业务-皇冠业务（业务精英通道）企业文化：1、企业愿景：跨境电商的沃尔玛2、企业使命： 为客户创造价值 实现员工梦想 对社会作出贡献3、企业价值观：以人为本 齐心协力 艰苦奋斗4、企业精神： 忠诚 务实 创新5、经营理念： 诚信 服务 共赢联系人：HR肖先生2880497648@qq.com电话：18664550186（微信同号）
区块链运营,不限,1-3年,深圳市巨安网络科技有限公司,福田区石厦南方国际广场B栋1901-1902,6千-8千,工作职责：1、负责区块链项目运营，增加用户量，活跃度，粘性，扩大下载量；负责加密数字币的运营和推广；2、负责网站、微博、微信和海外新媒体渠道平台以及第三方外宣媒体等3、体矩阵的宣传方案和策划，沟通并执行；4、整体负责公司项目的运营工作，能够根据公司目标和产品进度制定运营策略及框架并组织团队严格按照时间节点执行；5、负责用户规模和用户活跃度的提升，结合运营数据和用户反馈规划优化方案并能够依据不同用户特性定制化策略，持续监测及把控用户构成的健康度；6、组织内容运营、用户运营、社群运营、新媒体运营等多方面工作的开展；7、以实现运营KPl为目标制定团队内各岗位的考核体系，执行考核。负责维护和运营币圈和链圈的资源职位要求：1、从事互联网或APP平台运营等相关职位2年以上经验，有丰富的团队管理及运作经验，理解区块链市场；2、有成功的互联网产品运营经历，优秀的跨部门沟通能力及团队协作能力；3、熟悉各媒体渠道的传播特点和方式，了解各媒体特点，市场嗅觉敏锐、善于发现宣传点。；4、熟悉海外SEM推广，谷歌、必应、雅虎，外链落地页展示广告，facebook、twitter、YouTube、medium、Quora的展示页广告，及定期的用户数据分析。5、熟悉第三方平台对接以及SEO优化。
企划部经理,大专,5-10年,深圳中腾云企科技有限公司,深圳市罗湖区布吉路1028号中设广场B座16层,1万-1.5万,岗位职责要求：进行市场调研，搜集同行业信息，进行信息验证和分析，为公司战略建立提供依据.根据企业内外环境条件和发展战略，提出企业经营思路和策略。参与企业重大经营决策的论证，总体规划、方案策划，协调实施过程负责平台品牌建立及包装。对企业品牌形象及品牌发展进行规划负责公司电商平台营销战略规划，并主导实施。负责项目投资市场的调研、可行性研究及前期营销策划制定企业营销战略规划，为重大决策提供建议和信息支持广告企划收集、整理和分析各类策划与创意资料，对企业发展方向和项目开发背景提出针对性的广告企划分析意见负责公司平台产品规划，依据电商数据分析，进行产品优化及引进。通过产品企划，实现企业的利润目标，提高企业知名度收集产品市场和消费趋势信息，并将其分类、整理负责企业公关活动的策划与组织实施。通过策划公益活动，利用媒介宣传企业，提高企业在社会上的美誉度收集、整理和分析各类策划与创意资料，对企业发展方向和项目开发背景提出针对性的广告企划分析意见负责公司CI体系建立设计CI经营利益系统企划，确定企业竞争力定位、企业理念以及企业对外对内的战略目标策划企业标志、形象图形、运用规范、员工形象、户外形象及广告形像等设计工作。公司领导安排的其它事情。岗位要求：1、专 业 ：文案策划、广告策划、市场营销、电子商务2、业务了解范围 了解电子商务行业特点，熟悉企业品牌运作及推广，熟悉电商行业企划体系搭建。3、能力素质 创新能力、学习能力、缜密的罗辑思维、分析能力、公关能力、组织能力、领导能力。
运输调度-肯德基百胜物流中心,本科,3-5年,百胜餐饮（广东）有限公司,深圳市坪山新区金联路普洛斯坪山物流园三期,5.5千-7千,【物流专员-运输】工作职责：-负责运输车辆调度，确保每日配送订单顺利完成- 快速处理承运车辆日常各种问题，确保符合安全及质量要求- 负责制订每日运输线路，确保合理使用人车资源- 协助运输经理管理运输供应商任职要求：本科，物流相关专业，良好的沟通通协调能力、数据分析能力、熟练办公软件操作。
（电商）依波表唯品会运营,大专,1-3年,依波精品(深圳)有限公司,深圳光明新区依波大厦,6千-8千,岗位职责:1、负责唯品会平台日常运营工作，根据每月销售目标，制定有效运营计划及策略并推进执行；2、负责唯品会平台店铺的推广工作，提高浏览及转化率；3、负责唯品会商品管理和库存管理，包括选款、定价、配货、补货、页面展示；4、活动（档期）方案策划、制定、素材提交和执行，活动结束后分析、总结；5、每档活动数据分析与总结，包括销售、商品、动销率、顾客等；6、唯品会热销类目及产品分析，以及竞争对手的分析；任职资格:1、有唯品会、天猫、京东、聚美等电子商务平台运营工作经验优先；2、工作积极主动，思路清晰、善于沟通、责任心强、执行力强；3、有良好的策划推广能力和执行能力；4、电脑操作熟练，熟练运用EXCEL（公式运用）、良好的沟通能力，工作细心谨慎，能承受工作压力。
高级产品经理(用户体系）(004108),本科,5-10年,中信银行股份有限公司信用卡中心,深圳市福田区,面议,岗位职责:1、负责用户等级体系搭建和优化，包括用户分层、用户等级和权益等相关设计和规划；2、建立激励机制，特权差异化提升用户留存，通过情感、利益、荣誉等心理手段提升用户粘性并拉动最终转化；3、统筹资源，有产品思维，与设计和开发合作，推动项目落地；4、深度分析运营数据，总结抽象方法论，以不断优化运营策略。任职资格:1、全日制统招本科及以上学历。2、5年以上互联网工作经验，2年以上用户会员体系建设、运营经验。3、逻辑思维清晰，具有较强的数据分析和提炼总结能力。4、积极主动，优秀的沟通和表达能力，强推动能力，强责任心和团队协作精神。
在线教育总监,本科,3-5年,莆田市城厢区柯林教育信息咨询服务部,罗湖区,1.5万-3万,"岗位职责：1、负责在线教育产品的产品规划、设计与建设工作；2、作为项目经理，协调内部开发资源，保证产品功能按要求交付；3、负责产品日常问题处理，保证用户满意度。4、能够结合对于目标用户和场景的洞察，对于课程产品的卖点进行有效提炼、并定制合理的推广和投放计划，实现规模化获客；5、结合营销节奏高质量的完成推广计划，通过针对性的广告投放和各种用户增长办法，为课程产品带来优质新增生源，实现销售额增长；6、负责日常数据报表统计、分析，问题预警、反馈及解决；7、关注竞品服务的用户运营动态与行业情况，不断优化运营效果。岗位要求：1、3年以上市场推广或用户增长相关岗位工作经验；互联网在线教育行业2年以上经验，有一些项成功的运营案例；2、具备优秀的广告创意和审美能力，能够策划并完成高质量的广告素材及活动设计；3、对于教育充满热情，愿意给人们提供最好的教育产品，相信在线教育是未来的发展方向；4、熟悉线上用户运营，擅长用户活动策划与用户数据分析，对用户行为敏感；5、敏锐的市场洞察力和分析判断能力具有良好的结构思考能力，逻辑思维清晰；6、优秀的沟通协作、执行及项目管理能力；7、本科及以上学历；具有一定英语熟练程度为佳，但不强制要求；8、有成熟的教育产品推广经验和渠道资源者优先。薪资可面议。欢迎优秀人才加入我们！工作地点：深圳如有意向，请直接联系 Maria, Wechat: A9996675公司介绍我们是一家国际信息技术公司，自2010年以来，我们为世界各地的客户开发软件，网络和移动应用程序。 7年来，我们已经从一个小工作室到一个大公司，员工超过100人。 我们不只是编写代码或制定设计，我们创建工具来增加利润，优化工作流程，并实现您想要的结果。现在我们正在开辟新的方向，并希望在中国的在线教育领域启动一个项目。"
电商运营,大专,1年以下,迈思腾国际科技教育(深圳)有限公司,高新奇战略新兴产业园二期一号楼2A01,4千-8千,1.有2年或以上网店的推广相关工作经验；2.熟悉网店运营和淘宝/京东/天猫站外推广，例如：直通车，钻展，淘宝客等推广工具；3.精通SEO标题优化，上下架优化及各类免费流量优化工作；4.擅长数据分析、能制定完善的营销策略；5.有操作网内大型活动报名经验；6.能够制定推广文案和计划，在配合美工工作下做好整体页面规划和页面设计。福利待遇：1、 正式入职即购买社保，转正后薪资构成为底薪+绩效，薪资无上限；2、上班时间朝九晚六；3、按国家法定节假日放假，带薪年假，生日、节日福利，全勤奖，定期体检，定期团建，下午茶；4、公司平台广，团队年轻有活力，上班氛围好，举办赛事活动常有出国机会；5、公司所在园区有大食堂，选择样式多，解决吃饭卫生问题；6、靠近5号线兴东地铁站，上下班高峰期园区到地铁之间有免费班车接送。
人事行政经理,本科,3-5年,深圳市易美迅智能科技有限公司,深圳市南山区南头街道深南大道10128号南山数字文化产业基地西塔1107,8千-1万,岗位职责：1、负责搭建公司的企业文化体系；2、负责组织起草、修改和完善人力资源相关管理制度和工作流程；3、负责招聘、培训、薪酬、考核、员工关系等人力资源日常管理事宜；4、负责组织编写各部门职位说明书；5、定期进行人力资源数据分析，提交公司人力资源分析报告；6、根据行业和公司发展状况，协助制定公司薪酬体系、激励体系并负责实施；7、协助监督控制各部门绩效评价过程并不断完善绩效管理体系；8、良好的沟通表达能力，能完成公司安排的其他工作9、熟悉申请国家相关补贴经验者优先考虑；任职要求：1、本科以上学历，人力资源管理等相关专业，至少3年以上人事行政管理工作经验；2、熟悉人事六大模块，在招聘、绩效考核等方面有丰富操作经验，能够独当一面；3、熟练使用Word/Excel/PPT，有一定文书能力，有一定的亲和力，具有强烈的职业道德和保密意识，有强烈的成就动机。4、熟悉国家及地区有关劳动保障、劳动关系等政策。5、能承受压力，执行力强。6、有高科技公司工作经验优先，网址：www.lsltech.com.cn
媒体运营专员,本科,1-3年,深圳市合益陈皮茶业有限公司,深南东路文华大厦西座29C,6千-8千,岗位职责：1、负责公司网站和产品的网络推广；2、熟练操作各种网络推广方式，根据公司的推广目标和推广方案，有效执行网络推广；3、监控网站流量来源和数据，并进行效果分析和评估；4、整合媒体资源，选择合适的推广渠道及广告策略，对外宣传推广平台；5、挖掘实时有效的网络推广方式，提高网站流量和转化率。6、利用各种网络工具、通过口碑营销的方式推广公司的品牌及项目，如门户网站、QQ群、论坛、博客、微信、微博、抖音、小红书等任职要求：1、2年以上网络推广工作经验；熟悉所有的网络推广手段并有成功经验，从事和参与过大型网站推广方案的策划、实施；2、独立思考、分析、解决问题能力强，有较强的数据分析能力；3、较强的领悟理解能力，善于沟通，具备团队合作精神。
游戏推广总监,大专,3-5年,乐派元素(深圳)信息科技有限公司,讯美科技广场3号楼,2.5万-4万,岗位职责：1、负责公司游戏产品的用户增长，通过营销运营手段、投放手段，实现用户持续增长的目标；2、负责指导投放进行各渠道的用户获取，针对不同产品制定广告投放机制和策略，对推广单价、量级和效果负责，优化提高广告的曝光量、点击率、转化率及安装率等关键性数据指标；3、负责应用市场的账号运营和粉丝页面运营；4、定期检测用户增长数据效果，分析整理数据，并定期向相关人员提供数据报表，为新的营销方案提供数据支持；5、对市面上的同类竞品广告进行收集，并输出分析文档供公司决策提供有效依据；负责增长产品路线图和战略的制定、维护；任职要求：1、3年以上平台运营推广经验；2、对数据敏感，有独立完整的数据分析经验，能快速发掘业务和数据的联系；3、良好的沟通能力和团队合作精神，较强的创新意识及分享意识，能够适应高压工作。
天猫运营,大专,3-5年,深圳市阳光三采文化科技有限公司,广东省深圳市福田区八卦岭八卦四路427栋西座5楼,8千-1万,岗位职责：1、负责天猫店铺的运营工作，根据销售目标制定店铺的运营计划并执行；2、制定店铺的年度、月度运营、营销、推广等各项营销活动的策划与落地执行；3、根据店铺销售情况，对产品结构进行优化、视觉优化，提升店铺质量，达成目标；4、负责店铺日常经营数据的分析与诊断，并进行有效改善，对销售目标负责。任职资格：1、大专以上学历，2年以上天猫店铺运营经验，熟悉天猫各项规则；3、精通钻展、直通车、淘宝客等推广工具，有较强的实操经验；3、熟悉聚划算、淘抢购、天猫类目等营销活动规则，有实操经验；4、熟悉视觉营销、文案策划，有良好的数据分析和诊断能力，擅长打造爆款。
管理培训生 – 华润物流,本科,不限,深圳南洋货仓有限公司,布吉金运路108号南洋货仓有限公司,5千-8千,岗位职责：1. 作为管理培训生在公司内部进行轮岗，熟悉物流行业；2. 学习有关营运、市场等方面工作内容；3. 协助部门日常工作；4. 参与总部营运管理相关工作；5. 协助营运精益化管理工作。岗位要求：1. 全日制本科及以上学历，专业不限，物流管理专业优先；2. 英语良好，CET-4及以上，CET-6优先。3. 熟练使用Word、Excel、PowerPoint等Office软件；4. 具备良好的语言、文字表达能力、数据分析能力；5. 具备良好的沟通协调能力，责任心强，有团队合作和快速学习的能力，能承受较大的工作压力；6. 工作地点在深圳，能适应短期出差及轮岗。
销售助理,本科,不限,北京构力科技有限公司,深圳市南山区锦绣北街2号公众工业园202栋1楼,6千-8千,岗位职责：1、协助部门负责人完成部门内部日常事务性工作；2、负责部门各类会议组织、执行及会议记录撰写；3、负责部门各类销售指标数据统计、报表制作、文档编写；4、负责销售任务动态跟进，并随时答复销售动态质询；5、协助销售人员开展市场活动；6、做好领导交代的其他事务。任职要求：1、本科及以上学历；2、具备一定的数据分析能力及书面表达能力；3、熟练使用office办公软件；4、有较强的沟通、协调和人际交往能力；5、工作积极主动，有责任心及较强的服务意识。
海外市场推广（论坛、博客方向）,大专,1-3年,深圳市吉迩科技有限公司,深圳市南山区科技园科技南八路豪威科技大厦20楼,6千-1万,岗位职责：1、通过有效运营手段来推广海外社交媒体，提升传播效果，扩大影响力和增加粉丝；2、负责用户运营管理，并挖掘和分析用户使用习惯、情感及体验，通过线上线下活动增加各平台用户认知度和黏性；2、协助完成相关项目的策划及维护，同时能根据数据分析用户行为，提升交互量和关注度；4、负责公司博客、论坛等平台的运营及维护。任职要求：1、英语能力较好，有扎实的文案写作能力，能够独立完成内容策划、文案撰写、图文制作，打造有传播性的内容；2、工作认真，细致，良好的团队合作，协调能力，渴望自我成长。；
网络运营（医美）,本科,1-3年,恒大健康产业集团有限公司,蛇口街道航天科技广场裙楼6楼,1万-1.5万,岗位职责1、负责定期制定和组织完成网站及网络平台专题的策划并组织执行，监控实施效果并不断优化调整策略及方案；2、负责利用各种互联网资源提高医院网站及第三方平台的访问量及传播效果，增加网站的流量和转化量；3、负责定期分析和制定网站及网络平台推广方向，制定可行性网络优化推广方案以及相关关键词的排名；4、负责搜索推广反馈数据进行整合分析，不断改进推广效果并能及时调整推广方案；5、负责不断完善网站频道、栏目、专题的质量及网站结构设计；6、负责定期了解同行网络推广方式、思路，参与本院推广计划的制定。任职资格1、全日制本科及以上学历，计算机、软件、电子商务等相关专业；2、3年以上电子商务推广和网络运营经验，熟悉网站营销推广工具，具备网站营销资源；3、良好的市场推广能力和数据分析能力，了解网站开发、运行及维护的相关知识；4、精通各种网络推广运营销售技巧，熟悉各大门户网站及各医美合作平台网站。
仓库管理员,不限,1年以下,深圳市佑南实业有限公司,深圳市福田区福华一路国际商会大厦A座2104,4千-6千,岗位职责1、根据每日订单情况，对货物进行包装及发货。2、根据每日销售情况，对仓库产品进行采购补货。3、管理仓库，对仓库产品进行清点以及整理。4、协助上级领导完成其安排的其余工作。任职要求：1、熟悉采购流程，具备良好的沟通能力、谈判能力和成本意识2、个人要求：诚实可信、认真负责、责任心强、乐观积极、具有团队精神。3、为人处事不要心急浮躁。4、计算机使用能力较良好，办公软件操作良好。具备一定的数据分析能力。5、学历要求：中专以上 （接受应届毕业生）薪酬面议
集团流程及项目经理,本科,3-5年,深圳质享科技有限公司,深圳南山区云城万科里B座11楼,1.5万-2万,岗位职责1、SOP梳理：根据集团第三方平台业务，自建网站业务，以及其他销售渠道业务，平台业务，梳理全业务流程各个模块的标准流程。对接赛盒ERP系统，完成SOP实施落地，并与ERP系统供应商协同完成标准流程。2、流程管理：完成标准流程以及ERP系统在公司的落地，并监督各个部门使用情况，并规范使用流程。3、沟通管理：倾听各个部门的反馈，对流程进行优化，提升系统的产出效率。4、进度管理：按照时间日程完成ERP以及新项目落地5、项目孵化落地：对接新项目，并将其顺利并入公司流程系统中任职资格1、本科或以上学历，专业不限，英语六级以上2、熟悉掌握OFFICE相关工具3、了解电商公司全产业链流程，产品开发，供应链管理，产品资料管理，发货，销售，售后等等4、有一定的数据分析能力和逻辑思维能力5、有（跨境）电商行业项目流程管理经验的优先
珠宝款式维护专员,中专,1-3年,周六福珠宝股份有限公司,罗湖区翠竹北路石化工业区1栋1-3楼,4千-6千,岗位职责：1、负责维护公司订单系统及款式信息数据，并对数据进行统计、分析；2、负责每月新增推荐珠宝款式的系统上新具体事宜，包括锁定选款编辑公司款号、送拍及上架、基础数据维护、有效信息上传等；3、熟知外采货品类型，通过分析客户入网货品及相关数据，为年度款式的增加数量及淘汰数量提供参考依据；4、完成领导交办的其他工作。任职要求：1、两年以上相关工作经验优先；2、熟悉珠宝货品，了解展厅货品结构；3、具备良好的团队合作精神，具备解决问题能力和判断力；4、熟悉使用office办公软件及系统操作，有较强的数据分析能力；5、工作认真负责，为人细心有耐心，有良好的沟通、协调能力，抗压能力强。提示：请候选人在投递简历时，务必保证简历信息的详尽、如实。在招聘过程中，周六福会对候选人所提供的各项信息（包含但不限于身份信息、学历、工作经历等）进行核实，持虚假学历及虚假背景求职者请勿投递，谢谢！
大区运营经理,大专,3-5年,碧桂园商业管理,太宁路2号百仕达大厦28层28D,面议,岗位职责：1.编制大区年度运营经营计划，按集团运营标准，分解各项目年度季度月度等执行运营指标管控，并运营监控。2.项目收集日常经营数据和系统分析，建立运营考核机制，协助大区总业务管控。3.熟悉且具备运营相关工作专业经验，能完善大区运营流程和制度建设，组织项目运营管理；4.完成运营年度季度月度等日常经营分析报告；5.协调配合其他部门开展与营运相关的工作事项。任职要求：1.本科以上学历，5年以上运营数据分析统计相关工作经验；2.具备区域或集团运营经验管控1年以上优先；3.熟练操作计算机，熟练使用EXCEL表格及各类函数；4.思维敏捷，有较强的沟通能力。
外贸业务员/B2C外贸销售/亚马逊销售运营,大专,不限,深圳市优品源创科技有限公司,龙华新区民治街道牛栏前大厦B605,6千-1.2万,"技能要求：外贸，销售1.管理和运营亚马逊店铺。2.熟悉产品，提炼卖点，翻译上架产品。3.每天跟进产品销售数据，不断优化产品listing。4. 跟进产品表现，维护产品评价，完成销售目标。5.每周/月形成销售报表,并进行相关总结；6.完成上级安排的其它方面的销售工作。任职资格:1、大专及以上学历, 有相关工作经验者优先。2、英语四级，有一定的读写能力。3、勤奋、条理清晰、善于学习、有上进心、有一定的数据分析能力。4、欢迎优秀应届毕业加盟。公司福利：根据员工的专业技能、职业素养、绩效等因素调整薪资，鼓励先进、优秀员工获得高的薪资。（1）薪资：具有行业竞争力薪资，基本工资+提成+绩效奖金+工龄工资+全勤奖+年终奖；（2）高于行业的提成制度：提成根据完成业绩任务比例享有相应的业绩提成；（3）假期：享受国家法定假期；（4）培训：提供相应的岗位、专业等培训教育机会；（5）福利：国内旅游、节日福利、每周下午茶、每月聚餐等；（6）生活福利：团队拓展活动；定期举办或者组织员工参与各类体育运动、户外活动，提高员工身体机能，调整心态，松弛有度。（7）入职购买社保。（8）上班时间：7.5天制 大小周，早上9点-下午6点，午休1个半小时"
会计,本科,1-3年,北京华元安科信息技术有限公司,高新南七道22号深圳软件园T2,6千-8千,"【职位描述】1、负责往来账款的结算；2、审核各种费用单据，负责报销和付款的审核；3、日常会计资料的审核及费用支出报账前的审核、核算、制票及票据的保管；4、审核公司各项成本的支出，进行成本核算、费用管理、成本分析，并定期编制资金规划分析报表；5、负责公司有关税务申报工作，规范公司发票管理及纳税工作，做好税收筹划6、完成领导布置的其他工作。【岗位要求】1、本科以上学历，财务、会计、会计等财经类相关专业，1年相关工作经验；2、能熟练掌握会计知识、财务管理知识、税务知识等/会计中级证书；3、组织能力、团队协调能力、数据分析能力、判断力；4、具有良好沟通协调能力，具有较强的计划管理意识，执行力强、强烈的服务意识和时间观念、良好的团队协作精神。"""
用户运营,不限,不限,江西登云健康美业互联有限公司深圳分公司,深圳市宝安区留仙二路飞扬科技园A栋601( 兴东地铁口附近）,1万-1.5万,1、新用户活动的策划、执行，对活动效果负责，并通过分析活动数据，输出优化方案；2、建立用户生命周期管理体系，能够结合公司的业务模式，提供用户运营方式及策略，从而提升用户活跃、转化、留存；3、通过数据分析，研究用户需求，提供产品功能、运营机制、内容方面的优化建议；4、深入了解线上、线下用户属性、消费习惯、喜好，挖掘用户对平台的深层需求，从而完善运营、服务体系，提升用户粘性；任职要求：1、年龄23岁-35岁；2、大专及以上学历，同岗位2年以上工作经验；3、练运用办公软件，具备数据分析思维，了解互联网运营模式；4、精通用户模型、活动策划、精准营销，
电商图书采购经理,大专,1-3年,深圳市中资海派文化传播有限公司,深圳市罗湖区银湖路中国脑库,8千-1万,3. 进行采购进度的追踪，严密跟踪采购单的进展情况，及时与供应商进行沟通，确保产品及时采购到位。4. 及时进行销售情况分析，维持库存结构合理性，库存产品及时清退处理。5. 上级安排的其他业务工作。任职要求：1. 一年或一年以上工作经历，有图书及快消品行业相关经验优先。2. 学历要求：大专及以上。3. 熟悉采购流程，了解市场动态，有较高市场敏感度4. 熟练使用日常办公软件，会做数据分析。5. 较强的谈判和沟通能力，有责任心，学习能力强，品行端正，较好的抗压能力。6. 能举一反三，主动发现问题并解决问题；工作主动性强。福利待遇：1.薪酬：具有行业竞争力的薪酬，包含工资、奖金、福利等，具体面议；2.项目绩效奖金：参与项目绩效分配，具体以立项数据及结项数据为准；3福利：带薪年假、集体旅游、五险一金、过节补助、年终奖金、员工生日等福利。工作地址：深圳市罗湖区银湖路中国脑库A栋西401，即地铁 9号线（银湖地铁站）步行10分钟到达应聘方式:发送简历到：**************** 桂小姐备注：邮件主题为姓名+应聘职位咨询电话：*************转825工作地点：罗湖区此职位为中资出版社大陆姊妹公司深圳市中资海派文化传播有限公司需求，五天八小时工作制，入职即买社保和公积金。中资海派希望能广纳贤才，为精英阅读而努力！我们吸引您的优势在于：1. 我们是香港中资出版社在中国大陆的姊妹公司，中资海派文化传播有限公司成立于2002年，主要从事“经济管理/金融投资、社科人文/职场励志、美容养生/家教两性、儿童文学/科普绘本”四大知识领域的文化传播，通过图书的编辑、出版和发行业务，为读者开阔事业和生活的双重视野。2. 中资海派与全世界较大规模的出版集团Random House，美国高端严肃刊物代表《纽约时报》，全球著名的图书出版商Simon & Schuster，HarperCollins，Penguin，Crown，全球财经资讯公司Bloomberg Press，全球历史悠久、知名的出版集团John Wiley & Sons，世界新闻广播机构BBC，全球娱乐公司Disney等知名的出版和传媒机构建立了合作关系；3. 天然的大氧吧：办公区间位于依山傍水的银湖度假村附近，花木争奇斗艳，空气清新，风景怡人，附近交通便利，出地铁站10分钟即可到达；4. 优厚的福利机制：双休、传统节日关怀奖金、五险一金、5天至15天的带薪年假、员工生日会、结婚礼金、生育礼金、住院慰问金、丧假慰问金、生日礼物、年度员工活动、免费提供下午茶水、咖啡。5. 我们已经打造出具有强大社会影响力和经济效益的作品，比如：◇现象级的超级畅销书、被《纽约时报》评为“年度100本最有影响力图书”之一的《魔鬼经济学》；◇引起国家领导层高度关注并被凤凰卫视《开卷八分钟》报道的《一个经济杀手的自白》《躁动的帝国》；◇全球销量超过1000万册，美国前总统克林顿首席谈判顾问罗杰?道森的《优势谈判》《绝对成交》；◇掀起大众心理学热潮的《看谁在说谎》；◇获得国家图书奖并且连续3天登上凤凰卫视的《最寒冷的冬天》；◇央视一再报道的“年度中国影响力图书”《中国，别遗忘的盟友》；◇20 世纪无与伦比的史诗，长踞亚马逊战史类、《纽约时报》畅销榜No.1的“二战”解放三部曲：《黎明的炮声》《战斗的日子》《破晓的军队》；◇被巴菲特、马化腾、李书福等领导者高度赞誉并被列为哈佛大学、耶鲁大学和斯坦福大学等名校指定必读书目《真北》；◇感动全球的年度励志传奇《坚不可摧》；◇登上央视《第一时间》的科普读物《黑洞简史》；◇被樊登读书会热捧的《轻疗愈》《浪潮式发售》等更多了解，请移步：豆瓣小站：http://www.douban.com/people/zzhp/
品牌策划,本科,1-3年,深圳市维港益方科技有限公司,福田区中康路卓越城一期三栋1a02,6千-1.2万,职位描述：岗位职责：1、负责执行公司品牌宣传创意策划，增加品牌曝光，提升公司品牌形象；2、负责公司重点业务新闻、话题、热点策划包装的工作。3、结合品牌定位进行文案撰写、结合线上线下活动策划，实现多样化、品牌化的产品推广渠道；4、负责活动的执行落地，跟踪推广效果，活动统计与监测，分析数据，根据分析结果提出优化建议。职位要求：1、本科以上学历，新闻、广告、市场营销及公关等相关专业优先；2、2年及以上品牌策划工作经验，熟悉医疗健康行业优先。3、熟悉品牌、公关、新媒体、活动策划及整合营销策划方案，曾执笔撰写大量的策划方案。4、良好的团队协作意识，具备组织、协调及落实市场活动的执行能力。5、有较强的逻辑思维能力，有创意，有审美，审美，有领悟能力，最重要的是有责任感。
商家运营,不限,不限,江西登云健康美业互联有限公司深圳分公司,深圳市宝安区留仙二路飞扬科技园A栋601( 兴东地铁口附近）,1万-1.5万,根据竞品、用户、APP定位和规划，通过现有用户和数据，对APP做商家做分层以及商家管理及运营的策略； 负责APP日常商家运营和推广，通过运营不断提升APP的注册、活跃、留存等相关数据。 APP活动的策划和执行，对活动效果进行数据分析和总结，并及时调整和优化商家的运营策略。 负责社群的建立和运营，通过运营了解商家的痛点并且进行优化和解决。 通过资源整合、资源合作等，提高APP品牌和相关数据。 通过收集用户反馈和分析数据，了解用户需求，协助产品经理优化用户体验；
绩效主管,大专,1-3年,深圳市金禾黄金珠宝有限公司,甘李二路金苹果创新园A栋16楼,8千-1万,职位描述：1.负责协助搭建和完善绩效管理制度，并推动落地实施；2.协助组织开展年度、月度绩效考核工作，并对绩效考核过程进行监控管理；3.协助组织监督、整理和总结考核结果，接受考核投诉，确保考核意见的及时传达；4.协助做好绩效考核工作的汇总和整理工作，及时编制绩效统计报告和分析报告；5.根据考核结果为薪酬和岗位调整提供意见和建议。任职要求：1.大专以上学历；2.两年以上绩效管理工作经验；3.熟练掌握BSC、KPI等绩效考核工具，并有实操落地经验；4.具有较强的语言及文字表达能力、沟通协调能力；5.具有良好的数据分析能力；6.熟练使用函数及PPT。
